,Region,Name,Year,Series,Value,Category,ISO3
42677,376,Israel,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",93.6726,SAN,ISR
42683,380,Italy,2017,"Safely managed drinking water sources, total (Proportion of population with access)",95.0396,SAN,ITA
42684,380,Italy,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.259,SAN,ITA
42685,380,Italy,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",96.0882,SAN,ITA
42686,380,Italy,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.208,SAN,ITA
42691,392,Japan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.4537,SAN,JPN
42692,392,Japan,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",98.7604,SAN,JPN
42699,400,Jordan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",93.8183,SAN,JOR
42700,400,Jordan,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",83.2019,SAN,JOR
42701,400,Jordan,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",80.5549,SAN,JOR
42706,398,Kazakhstan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",89.5123,SAN,KAZ
42707,398,Kazakhstan,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",90.5287,SAN,KAZ
42710,404,Kenya,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",50.0095,SAN,KEN
42715,414,Kuwait,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,KWT
42716,414,Kuwait,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",100,SAN,KWT
42723,417,Kyrgyzstan,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",93.5085,SAN,KGZ
42724,417,Kyrgyzstan,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",53.9169,SAN,KGZ
42725,417,Kyrgyzstan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",68.2233,SAN,KGZ
42752,428,Latvia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",95.1909,SAN,LVA
42753,428,Latvia,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",90.1904,SAN,LVA
42754,428,Latvia,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",76.5125,SAN,LVA
42755,428,Latvia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",85.8238,SAN,LVA
42760,422,Lebanon,2017,"Safely managed drinking water sources, total (Proportion of population with access)",47.7,SAN,LBN
42761,422,Lebanon,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",21.7621,SAN,LBN
42764,434,Libya,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",26.1115,SAN,LBY
42769,438,Liechtenstein,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,LIE
42770,438,Liechtenstein,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",99.65,SAN,LIE
42779,440,Lithuania,2017,"Safely managed drinking water sources, total (Proportion of population with access)",92.0429,SAN,LTU
42780,440,Lithuania,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",95.1571,SAN,LTU
42781,440,Lithuania,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",83.3157,SAN,LTU
42782,440,Lithuania,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",91.3106,SAN,LTU
42795,442,Luxembourg,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",100,SAN,LUX
42796,442,Luxembourg,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",97.031,SAN,LUX
42797,442,Luxembourg,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.7247,SAN,LUX
42798,442,Luxembourg,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.39,SAN,LUX
42799,442,Luxembourg,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",89.2665,SAN,LUX
42800,442,Luxembourg,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.6367,SAN,LUX
42805,458,Malaysia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",93.3293,SAN,MYS
42806,458,Malaysia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",88.6339,SAN,MYS
42813,466,Mali,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",9.1114,SAN,MLI
42814,466,Mali,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",25.5384,SAN,MLI
42815,466,Mali,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",18.7094,SAN,MLI
42824,470,Malta,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,MLT
42825,470,Malta,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",92.9817,SAN,MLT
42826,470,Malta,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",93.025,SAN,MLT
42827,470,Malta,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",92.9841,SAN,MLT
42830,474,Martinique,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.8641,SAN,MTQ
42832,175,Mayotte,2017,"Safely managed drinking water sources, total (Proportion of population with access)",83.7155,SAN,MYT
42839,484,Mexico,2017,"Safely managed drinking water sources, total (Proportion of population with access)",42.8703,SAN,MEX
42840,484,Mexico,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",52.2624,SAN,MEX
42841,484,Mexico,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",50.4051,SAN,MEX
42850,492,Monaco,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",100,SAN,MCO
42851,492,Monaco,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,MCO
42852,492,Monaco,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",100,SAN,MCO
42853,492,Monaco,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",100,SAN,MCO
42856,496,Mongolia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",23.7221,SAN,MNG
42860,499,Montenegro,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",93.8286,SAN,MNE
42861,499,Montenegro,2017,"Safely managed drinking water sources, total (Proportion of population with access)",93.5969,SAN,MNE
42862,499,Montenegro,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",29.8087,SAN,MNE
42873,504,Morocco,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",88.93,SAN,MAR
42874,504,Morocco,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",39.934,SAN,MAR
42875,504,Morocco,2017,"Safely managed drinking water sources, total (Proportion of population with access)",70.2664,SAN,MAR
42876,504,Morocco,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",40.2304,SAN,MAR
42877,504,Morocco,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",38.7502,SAN,MAR
42880,508,Mozambique,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",16.2713,SAN,MOZ
42887,524,Nepal,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",34.1217,SAN,NPL
42888,524,Nepal,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",25.5946,SAN,NPL
42889,524,Nepal,2017,"Safely managed drinking water sources, total (Proportion of population with access)",27.2434,SAN,NPL
42898,528,Netherlands,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.951,SAN,NLD
42899,528,Netherlands,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.476,SAN,NLD
42900,528,Netherlands,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",97.4453,SAN,NLD
42901,528,Netherlands,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",97.4733,SAN,NLD
42904,540,New Caledonia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",96.6609,SAN,NCL
42909,554,New Zealand,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,NZL
42910,554,New Zealand,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",88.6793,SAN,NZL
42917,558,Nicaragua,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",67.4103,SAN,NIC
42918,558,Nicaragua,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",29.498,SAN,NIC
42919,558,Nicaragua,2017,"Safely managed drinking water sources, total (Proportion of population with access)",51.6005,SAN,NIC
42926,562,Niger,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",23.4282,SAN,NER
42927,562,Niger,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",6.9029,SAN,NER
42928,562,Niger,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",9.6048,SAN,NER
42941,566,Nigeria,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",24.6406,SAN,NGA
42942,566,Nigeria,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",15.7104,SAN,NGA
42943,566,Nigeria,2017,"Safely managed drinking water sources, total (Proportion of population with access)",20.1326,SAN,NGA
42944,566,Nigeria,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",29.5037,SAN,NGA
42945,566,Nigeria,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",23.8599,SAN,NGA
42946,566,Nigeria,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",26.6546,SAN,NGA
42949,570,Niue,2017,"Safely managed drinking water sources, total (Proportion of population with access)",97.2168,SAN,NIU
42952,580,Northern Mariana Islands,2017,"Safely managed drinking water sources, total (Proportion of population with access)",90.2433,SAN,MNP
42957,578,Norway,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.343,SAN,NOR
42958,578,Norway,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",76.3175,SAN,NOR
42961,512,Oman,2017,"Safely managed drinking water sources, total (Proportion of population with access)",90.275,SAN,OMN
42968,586,Pakistan,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",39.9989,SAN,PAK
42969,586,Pakistan,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",32.6284,SAN,PAK
42970,586,Pakistan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",35.3144,SAN,PAK
42983,600,Paraguay,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",72.2065,SAN,PRY
42984,600,Paraguay,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",50.7287,SAN,PRY
42985,600,Paraguay,2017,"Safely managed drinking water sources, total (Proportion of population with access)",63.8946,SAN,PRY
42986,600,Paraguay,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",53.5615,SAN,PRY
42987,600,Paraguay,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",66.2427,SAN,PRY
42988,600,Paraguay,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",58.4692,SAN,PRY
42999,604,Peru,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",58.8361,SAN,PER
43000,604,Peru,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",20.7507,SAN,PER
43001,604,Peru,2017,"Safely managed drinking water sources, total (Proportion of population with access)",50.3507,SAN,PER
43002,604,Peru,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",51.2256,SAN,PER
43003,604,Peru,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",42.7647,SAN,PER
43016,608,Philippines,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",61.4678,SAN,PHL
43017,608,Philippines,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",33.684,SAN,PHL
43018,608,Philippines,2017,"Safely managed drinking water sources, total (Proportion of population with access)",46.654,SAN,PHL
43019,608,Philippines,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",53.9882,SAN,PHL
43020,608,Philippines,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",49.5844,SAN,PHL
43021,608,Philippines,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",51.6401,SAN,PHL
43026,616,Poland,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.1561,SAN,POL
43027,616,Poland,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",93.2525,SAN,POL
43034,620,Portugal,2017,"Safely managed drinking water sources, total (Proportion of population with access)",95.3119,SAN,PRT
43035,620,Portugal,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",92.6737,SAN,PRT
43036,620,Portugal,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",84.7075,SAN,PRT
43041,630,Puerto Rico,2017,"Safely managed drinking water sources, total (Proportion of population with access)",94.085,SAN,PRI
43042,630,Puerto Rico,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",32.5441,SAN,PRI
43047,634,Qatar,2017,"Safely managed drinking water sources, total (Proportion of population with access)",96.1828,SAN,QAT
43048,634,Qatar,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.0315,SAN,QAT
43068,642,Romania,2017,"Safely managed drinking water sources, total (Proportion of population with access)",81.9158,SAN,ROU
43069,642,Romania,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",76.5407,SAN,ROU
43078,643,Russian Federation,2017,"Safely managed drinking water sources, total (Proportion of population with access)",76.0277,SAN,RUS
43079,643,Russian Federation,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",63.4078,SAN,RUS
43080,643,Russian Federation,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",55.2331,SAN,RUS
43081,643,Russian Federation,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",61.3062,SAN,RUS
43084,646,Rwanda,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",43.449,SAN,RWA
43087,654,Saint Helena,2017,"Safely managed drinking water sources, total (Proportion of population with access)",89.1846,SAN,SHN
43089,666,Saint Pierre and Miquelon,2017,"Safely managed drinking water sources, total (Proportion of population with access)",83.1283,SAN,SPM
43098,882,Samoa,2017,"Safely managed drinking water sources, total (Proportion of population with access)",58.8211,SAN,WSM
43099,882,Samoa,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",37.7408,SAN,WSM
43100,882,Samoa,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",50.8948,SAN,WSM
43101,882,Samoa,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",48.4677,SAN,WSM
43106,674,San Marino,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,SMR
43107,674,San Marino,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",77.2261,SAN,SMR
43110,682,Saudi Arabia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",77.7521,SAN,SAU
43117,686,Senegal,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",21.8646,SAN,SEN
43118,686,Senegal,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",21.097,SAN,SEN
43119,686,Senegal,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",21.4558,SAN,SEN
43130,688,Serbia,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",81.3186,SAN,SRB
43131,688,Serbia,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",66.3632,SAN,SRB
43132,688,Serbia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",74.7295,SAN,SRB
43133,688,Serbia,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",23.1918,SAN,SRB
43134,688,Serbia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",24.7261,SAN,SRB
43147,694,Sierra Leone,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",12.1226,SAN,SLE
43148,694,Sierra Leone,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",8.3472,SAN,SLE
43149,694,Sierra Leone,2017,"Safely managed drinking water sources, total (Proportion of population with access)",9.9191,SAN,SLE
43150,694,Sierra Leone,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",20.2721,SAN,SLE
43151,694,Sierra Leone,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",8.411,SAN,SLE
43152,694,Sierra Leone,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",13.3495,SAN,SLE
43161,702,Singapore,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",100,SAN,SGP
43162,702,Singapore,2017,"Safely managed drinking water sources, total (Proportion of population with access)",100,SAN,SGP
43163,702,Singapore,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",100,SAN,SGP
43164,702,Singapore,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",100,SAN,SGP
43173,703,Slovakia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.7877,SAN,SVK
43174,703,Slovakia,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",88.3647,SAN,SVK
43175,703,Slovakia,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",75.7267,SAN,SVK
43176,703,Slovakia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",82.5197,SAN,SVK
43181,705,Slovenia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.053,SAN,SVN
43182,705,Slovenia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",83.0413,SAN,SVN
43185,710,South Africa,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",81.879,SAN,ZAF
43194,724,Spain,2017,"Safely managed drinking water sources, total (Proportion of population with access)",98.4415,SAN,ESP
43195,724,Spain,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.5971,SAN,ESP
43196,724,Spain,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",96.7128,SAN,ESP
43197,724,Spain,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.6202,SAN,ESP
43200,144,Sri Lanka,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",90.8482,SAN,LKA
43215,752,Sweden,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.94,SAN,SWE
43216,752,Sweden,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",94.202,SAN,SWE
43217,752,Sweden,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",87.8025,SAN,SWE
43218,752,Sweden,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",93.3794,SAN,SWE
43227,756,Switzerland,2017,"Safely managed drinking water sources, total (Proportion of population with access)",95.4554,SAN,CHE
43228,756,Switzerland,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",99.8999,SAN,CHE
43229,756,Switzerland,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",98.5256,SAN,CHE
43230,756,Switzerland,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",99.5393,SAN,CHE
43233,762,Tajikistan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",47.8671,SAN,TJK
43255,788,Tunisia,2017,"Safely managed drinking water sources, total (Proportion of population with access)",92.6575,SAN,TUN
43256,788,Tunisia,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",88.2927,SAN,TUN
43257,788,Tunisia,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",78.1183,SAN,TUN
43262,792,Turkey,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",69.644,SAN,TUR
43263,792,Turkey,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",65.2002,SAN,TUR
43270,795,Turkmenistan,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",96.939,SAN,TKM
43271,795,Turkmenistan,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",90.7257,SAN,TKM
43272,795,Turkmenistan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",93.904,SAN,TKM
43281,798,Tuvalu,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",49.79,SAN,TUV
43282,798,Tuvalu,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",4.1839,SAN,TUV
43283,798,Tuvalu,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",9.7245,SAN,TUV
43284,798,Tuvalu,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",6.3154,SAN,TUV
43291,800,Uganda,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",15.7045,SAN,UGA
43292,800,Uganda,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",4.4568,SAN,UGA
43293,800,Uganda,2017,"Safely managed drinking water sources, total (Proportion of population with access)",7.0658,SAN,UGA
43300,804,Ukraine,2017,"Safely managed drinking water sources, total (Proportion of population with access)",92.0069,SAN,UKR
43301,804,Ukraine,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",65.7706,SAN,UKR
43302,804,Ukraine,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",68.4599,SAN,UKR
43305,784,United Arab Emirates,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",96.28,SAN,ARE
43314,826,United Kingdom,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.9888,SAN,GBR
43315,826,United Kingdom,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",98.962,SAN,GBR
43316,826,United Kingdom,2017,"Safely managed sanitation facilities, rural (Proportion of population with access)",91.7989,SAN,GBR
43317,826,United Kingdom,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",97.7545,SAN,GBR
43338,840,United States of America,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",99.6661,SAN,USA
43339,840,United States of America,2017,"Safely managed drinking water sources, total (Proportion of population with access)",99.0018,SAN,USA
43340,840,United States of America,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",95.4687,SAN,USA
43341,840,United States of America,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",89.967,SAN,USA
43344,858,Uruguay,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",94.5887,SAN,URY
43351,860,Uzbekistan,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",86.1159,SAN,UZB
43352,860,Uzbekistan,2017,"Safely managed drinking water sources, rural (Proportion of population with access)",31.0863,SAN,UZB
43353,860,Uzbekistan,2017,"Safely managed drinking water sources, total (Proportion of population with access)",58.9038,SAN,UZB
43356,548,Vanuatu,2017,"Safely managed drinking water sources, total (Proportion of population with access)",44.1303,SAN,VUT
43362,887,Yemen,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",67.0084,SAN,YEM
43365,894,Zambia,2017,"Safely managed drinking water sources, urban (Proportion of population with access)",46.2452,SAN,ZMB
43368,716,Zimbabwe,2017,"Safely managed sanitation facilities, urban (Proportion of population with access)",16.2922,SAN,ZWE
43371,4,Afghanistan,2017,Tourism expenditure (millions of US dollars),16,TOU,AFG
43375,8,Albania,2017,Tourist/visitor arrivals (thousands),4643,TOU,ALB
43381,8,Albania,2017,Tourism expenditure (millions of US dollars),2050,TOU,ALB
43387,12,Algeria,2017,Tourist/visitor arrivals (thousands),2451,TOU,DZA
43392,12,Algeria,2017,Tourism expenditure (millions of US dollars),172,TOU,DZA
43397,16,American Samoa,2017,Tourist/visitor arrivals (thousands),20,TOU,ASM
43400,16,American Samoa,2017,Tourism expenditure (millions of US dollars),22,TOU,ASM
43404,20,Andorra,2017,Tourist/visitor arrivals (thousands),3003,TOU,AND
43410,24,Angola,2017,Tourist/visitor arrivals (thousands),261,TOU,AGO
43416,24,Angola,2017,Tourism expenditure (millions of US dollars),884,TOU,AGO
43422,660,Anguilla,2017,Tourist/visitor arrivals (thousands),68.3,TOU,AIA
43428,660,Anguilla,2017,Tourism expenditure (millions of US dollars),141,TOU,AIA
43434,28,Antigua and Barbuda,2017,Tourist/visitor arrivals (thousands),247,TOU,ATG
43440,28,Antigua and Barbuda,2017,Tourism expenditure (millions of US dollars),737,TOU,ATG
43446,32,Argentina,2017,Tourist/visitor arrivals (thousands),6711,TOU,ARG
43452,32,Argentina,2017,Tourism expenditure (millions of US dollars),5835,TOU,ARG
43458,51,Armenia,2017,Tourist/visitor arrivals (thousands),1495,TOU,ARM
43464,51,Armenia,2017,Tourism expenditure (millions of US dollars),1140,TOU,ARM
43470,533,Aruba,2017,Tourist/visitor arrivals (thousands),1070.5,TOU,ABW
43476,533,Aruba,2017,Tourism expenditure (millions of US dollars),1857,TOU,ABW
43482,36,Australia,2017,Tourist/visitor arrivals (thousands),8815,TOU,AUS
43488,36,Australia,2017,Tourism expenditure (millions of US dollars),43975,TOU,AUS
43494,40,Austria,2017,Tourist/visitor arrivals (thousands),29460,TOU,AUT
43500,40,Austria,2017,Tourism expenditure (millions of US dollars),20333,TOU,AUT
43505,31,Azerbaijan,2017,Tourist/visitor arrivals (thousands),2454,TOU,AZE
43511,31,Azerbaijan,2017,Tourism expenditure (millions of US dollars),3214,TOU,AZE
43517,44,Bahamas,2017,Tourist/visitor arrivals (thousands),1442,TOU,BHS
43523,44,Bahamas,2017,Tourism expenditure (millions of US dollars),3017,TOU,BHS
43529,48,Bahrain,2017,Tourist/visitor arrivals (thousands),11374,TOU,BHR
43535,48,Bahrain,2017,Tourism expenditure (millions of US dollars),4380,TOU,BHR
43541,50,Bangladesh,2017,Tourist/visitor arrivals (thousands),1026,TOU,BGD
43545,50,Bangladesh,2017,Tourism expenditure (millions of US dollars),348,TOU,BGD
43551,52,Barbados,2017,Tourist/visitor arrivals (thousands),664,TOU,BRB
43560,112,Belarus,2017,Tourist/visitor arrivals (thousands),11060.2,TOU,BLR
43566,112,Belarus,2017,Tourism expenditure (millions of US dollars),1124,TOU,BLR
43572,56,Belgium,2017,Tourist/visitor arrivals (thousands),8385,TOU,BEL
43577,56,Belgium,2017,Tourism expenditure (millions of US dollars),9636,TOU,BEL
43583,84,Belize,2017,Tourist/visitor arrivals (thousands),427,TOU,BLZ
43589,84,Belize,2017,Tourism expenditure (millions of US dollars),427,TOU,BLZ
43595,204,Benin,2017,Tourist/visitor arrivals (thousands),281,TOU,BEN
43600,204,Benin,2017,Tourism expenditure (millions of US dollars),160,TOU,BEN
43605,60,Bermuda,2017,Tourist/visitor arrivals (thousands),270,TOU,BMU
43611,60,Bermuda,2017,Tourism expenditure (millions of US dollars),513,TOU,BMU
43617,64,Bhutan,2017,Tourist/visitor arrivals (thousands),255,TOU,BTN
43623,64,Bhutan,2017,Tourism expenditure (millions of US dollars),153,TOU,BTN
43645,70,Bosnia and Herzegovina,2017,Tourist/visitor arrivals (thousands),923,TOU,BIH
43650,70,Bosnia and Herzegovina,2017,Tourism expenditure (millions of US dollars),985,TOU,BIH
43656,72,Botswana,2017,Tourist/visitor arrivals (thousands),1623,TOU,BWA
43661,72,Botswana,2017,Tourism expenditure (millions of US dollars),541.6,TOU,BWA
43667,76,Brazil,2017,Tourist/visitor arrivals (thousands),6589,TOU,BRA
43673,76,Brazil,2017,Tourism expenditure (millions of US dollars),6175,TOU,BRA
43679,92,British Virgin Islands,2017,Tourist/visitor arrivals (thousands),335,TOU,VGB
43687,96,Brunei Darussalam,2017,Tourist/visitor arrivals (thousands),259,TOU,BRN
43691,96,Brunei Darussalam,2017,Tourism expenditure (millions of US dollars),177,TOU,BRN
43697,100,Bulgaria,2017,Tourist/visitor arrivals (thousands),8883,TOU,BGR
43703,100,Bulgaria,2017,Tourism expenditure (millions of US dollars),4678,TOU,BGR
43709,854,Burkina Faso,2017,Tourist/visitor arrivals (thousands),143,TOU,BFA
43714,854,Burkina Faso,2017,Tourism expenditure (millions of US dollars),172,TOU,BFA
43719,108,Burundi,2017,Tourist/visitor arrivals (thousands),299,TOU,BDI
43739,116,Cambodia,2017,Tourist/visitor arrivals (thousands),5602,TOU,KHM
43745,116,Cambodia,2017,Tourism expenditure (millions of US dollars),4024,TOU,KHM
43749,120,Cameroon,2017,Tourist/visitor arrivals (thousands),1081,TOU,CMR
43754,120,Cameroon,2017,Tourism expenditure (millions of US dollars),543,TOU,CMR
43760,124,Canada,2017,Tourist/visitor arrivals (thousands),20883,TOU,CAN
43769,136,Cayman Islands,2017,Tourist/visitor arrivals (thousands),418,TOU,CYM
43775,136,Cayman Islands,2017,Tourism expenditure (millions of US dollars),782,TOU,CYM
43781,140,Central African Republic,2017,Tourist/visitor arrivals (thousands),107,TOU,CAF
43787,148,Chad,2017,Tourist/visitor arrivals (thousands),87,TOU,TCD
43793,152,Chile,2017,Tourist/visitor arrivals (thousands),6450,TOU,CHL
43799,152,Chile,2017,Tourism expenditure (millions of US dollars),4372,TOU,CHL
